##技能ID（Type*100+lv）,INT_Type,名称,说明,所属大类,等级,等级上限,需求建筑等级,前置研究ID,粮食需求,石头需求,木材需求,铁矿需求,金币需求,道具需求1（ID#数量）,效果ID（BuffID）,效果值,研究时间（秒）,领主经验,战斗力,名字文本,描述文本,升级数值类型：0不显示，1绝对值，2百分数,图标,脚标
ID,Type,Desc,DEC,Class,Level,MaxLevel,BuildLevelReq,PreTech1ID,FoodReq,StoneReq,WoodReq,IronReq,CoinReq,Item1Req,Param1,Param2,Time,ExpAward,PowerAward,STR_LcT,STR_LcD,TYPE,Icon,Icon_Small
22001,220,军团防御,提高军团防御,2,1,10,17,21901,27500,27500,27500,20625,20000,0,157,100,14400,40000,1000,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22002,220,0,0,2,2,10,17,21902,55000,55000,55000,41250,50000,0,157,300,36000,80000,2500,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22003,220,0,0,2,3,10,18,21903,110000,110000,110000,82500,125000,0,157,700,90000,120000,6250,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22004,220,0,0,2,4,10,19,21904,220000,220000,220000,165000,312500,0,157,1300,225000,160000,15625,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22005,220,0,0,2,5,10,20,21905,440000,440000,440000,330000,781240,0,157,2100,562500,200000,39062,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22006,220,0,0,2,6,10,21,21906,880000,880000,880000,660000,1953000,0,157,3200,1406250,240000,97650,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22007,220,0,0,2,7,10,22,21907,1760000,1760000,1760000,1320000,5126625,0,157,4500,3515600,280000,244125,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22008,220,0,0,2,8,10,23,21908,3520000,3520000,3520000,2640000,13426864,0,157,6000,8789000,320000,610312,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22009,220,0,0,2,9,10,24,21909,7040000,7040000,7040000,5280000,35092825,0,157,8000,21972500,360000,1525775,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22010,220,0,0,2,10,10,25,21910,14080000,14080000,14080000,10560000,91546488,0,157,12500,54931250,400000,3814437,LC_COMMON_BUFF_TYPE_157,LC_COMMON_BUFF_TYPE_157,2,icon_college_eoc_02,0
22101,221,军团生命,提高军团生命,2,1,10,17,21901,27500,27500,27500,20625,20000,0,158,100,14400,40000,1000,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22102,221,0,0,2,2,10,17,21902,55000,55000,55000,41250,50000,0,158,300,36000,80000,2500,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22103,221,0,0,2,3,10,18,21903,110000,110000,110000,82500,125000,0,158,700,90000,120000,6250,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22104,221,0,0,2,4,10,19,21904,220000,220000,220000,165000,312500,0,158,1300,225000,160000,15625,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22105,221,0,0,2,5,10,20,21905,440000,440000,440000,330000,781240,0,158,2100,562500,200000,39062,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22106,221,0,0,2,6,10,21,21906,880000,880000,880000,660000,1953000,0,158,3200,1406250,240000,97650,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22107,221,0,0,2,7,10,22,21907,1760000,1760000,1760000,1320000,5126625,0,158,4500,3515600,280000,244125,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22108,221,0,0,2,8,10,23,21908,3520000,3520000,3520000,2640000,13426864,0,158,6000,8789000,320000,610312,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22109,221,0,0,2,9,10,24,21909,7040000,7040000,7040000,5280000,35092825,0,158,8000,21972500,360000,1525775,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22110,221,0,0,2,10,10,25,21910,14080000,14080000,14080000,10560000,91546488,0,158,12500,54931250,400000,3814437,LC_COMMON_BUFF_TYPE_158,LC_COMMON_BUFF_TYPE_158,2,icon_college_eoc_02,0
22201,222,T4步兵,解锁T4步兵,2,1,1,25,21910,9600000,4800000,4800000,3600000,8640000,0,210,1,15552000,600000,768000,LC_COMMON_Infantry_T4,LC_COMMON_BUFF_TYPE_210,0,icon_college_eoc_02,0
22301,223,T4骑兵,解锁T4骑兵,2,1,1,25,21910,9600000,4800000,4800000,3600000,8640000,0,211,1,15552000,600000,768000,LC_COMMON_Cavalry_T4,LC_COMMON_BUFF_TYPE_211,0,icon_college_eoc_02,0
22401,224,T4弓兵,解锁T4弓兵,2,1,1,25,21910,9600000,4800000,4800000,3600000,8640000,0,212,1,15552000,600000,768000,LC_COMMON_Archer_T4,LC_COMMON_BUFF_TYPE_212,0,icon_college_eoc_02,0
30101,301,箭塔,解锁箭塔,3,1,1,6,0,27500,27500,20625,20625,8000,0,213,1,16200,30000,1000,LC_BUILD_ArrowTower_Name,LC_BUILD_ArrowTower_Name,0,icon_college_eoc_02,0
30201,302,加固I,提高城墙耐久,3,1,10,6,30101,27500,27500,20625,20625,8000,0,122,1000,16200,30000,1000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30202,302,0,0,3,2,10,8,0,55000,55000,41250,41250,20000,0,122,3000,35640,60000,2000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30203,302,0,0,3,3,10,10,0,110000,110000,82500,82500,50000,0,122,7000,78400,90000,4000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30204,302,0,0,3,4,10,12,0,220000,220000,165000,165000,125000,0,122,13000,172480,120000,8000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30205,302,0,0,3,5,10,14,0,440000,440000,330000,330000,312500,0,122,21000,379450,150000,16000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30206,302,0,0,3,6,10,16,0,880000,880000,660000,660000,781250,0,122,32000,834790,180000,32000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30207,302,0,0,3,7,10,18,0,1760000,1760000,1320000,1320000,1953125,0,122,46000,1836530,210000,64000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30208,302,0,0,3,8,10,20,0,3520000,3520000,2640000,2640000,4882810,0,122,64000,4040360,240000,128000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30209,302,0,0,3,9,10,22,0,7040000,7040000,5280000,5280000,12207025,0,122,87000,8888790,270000,256000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30210,302,0,0,3,10,10,24,0,14080000,14080000,10560000,10560000,30517560,0,122,125000,19555330,300000,512000,LC_RESEARCH_Economy_302,LC_RESEARCH_Economy_302_D,1,icon_college_eoc_02,0
30301,303,箭塔攻击I,提高箭塔攻击,3,1,10,7,30201,27500,27500,20625,20625,8000,0,126,200,16000,40000,400,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30302,303,0,0,3,2,10,9,0,55000,55000,41250,41250,20000,0,126,500,35200,80000,1000,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30303,303,0,0,3,3,10,11,0,110000,110000,82500,82500,50000,0,126,1000,77440,120000,2500,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30304,303,0,0,3,4,10,13,0,220000,220000,165000,165000,125000,0,126,2000,170360,160000,6250,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30305,303,0,0,3,5,10,15,30205,440000,440000,330000,330000,312500,0,126,3000,374790,200000,15625,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30306,303,0,0,3,6,10,17,0,880000,880000,660000,660000,781250,0,126,5000,824530,240000,39060,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30307,303,0,0,3,7,10,19,0,1760000,1760000,1320000,1320000,1953125,0,126,7000,1813960,280000,97650,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30308,303,0,0,3,8,10,21,0,3520000,3520000,2640000,2640000,4882810,0,126,9000,3990710,320000,244125,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30309,303,0,0,3,9,10,23,30209,7040000,7040000,5280000,5280000,12207025,0,126,12000,8779560,360000,610310,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30310,303,0,0,3,10,10,25,30210,14080000,14080000,10560000,10560000,30517560,0,126,20000,19315030,400000,1525775,LC_RESEARCH_Economy_303,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
30401,304,箭塔防御I,提高箭塔防御,3,1,10,7,30201,27500,27500,20625,20625,8000,0,127,200,16000,40000,400,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30402,304,0,0,3,2,10,9,0,55000,55000,41250,41250,20000,0,127,500,35200,80000,1000,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30403,304,0,0,3,3,10,11,0,110000,110000,82500,82500,50000,0,127,1000,77440,120000,2500,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30404,304,0,0,3,4,10,13,0,220000,220000,165000,165000,125000,0,127,2000,170360,160000,6250,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30405,304,0,0,3,5,10,15,30205,440000,440000,330000,330000,312500,0,127,3000,374790,200000,15625,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30406,304,0,0,3,6,10,17,0,880000,880000,660000,660000,781250,0,127,5000,824530,240000,39060,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30407,304,0,0,3,7,10,19,0,1760000,1760000,1320000,1320000,1953125,0,127,7000,1813960,280000,97650,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30408,304,0,0,3,8,10,21,0,3520000,3520000,2640000,2640000,4882810,0,127,9000,3990710,320000,244125,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30409,304,0,0,3,9,10,23,30209,7040000,7040000,5280000,5280000,12207025,0,127,12000,8779560,360000,610310,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30410,304,0,0,3,10,10,25,30210,14080000,14080000,10560000,10560000,30517560,0,127,20000,19315030,400000,1525775,LC_RESEARCH_Economy_304,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
30501,305,箭塔生命I,提高箭塔生命,3,1,10,7,30201,27500,27500,20625,20625,8000,0,128,400,16000,40000,400,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30502,305,0,0,3,2,10,9,0,55000,55000,41250,41250,20000,0,128,1000,35200,80000,1000,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30503,305,0,0,3,3,10,11,0,110000,110000,82500,82500,50000,0,128,2000,77440,120000,2500,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30504,305,0,0,3,4,10,13,0,220000,220000,165000,165000,125000,0,128,4000,170360,160000,6250,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30505,305,0,0,3,5,10,15,30205,440000,440000,330000,330000,312500,0,128,6000,374790,200000,15625,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30506,305,0,0,3,6,10,17,0,880000,880000,660000,660000,781250,0,128,10000,824530,240000,39060,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30507,305,0,0,3,7,10,19,0,1760000,1760000,1320000,1320000,1953125,0,128,14000,1813960,280000,97650,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30508,305,0,0,3,8,10,21,0,3520000,3520000,2640000,2640000,4882810,0,128,18000,3990710,320000,244125,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30509,305,0,0,3,9,10,23,30209,7040000,7040000,5280000,5280000,12207025,0,128,24000,8779560,360000,610310,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30510,305,0,0,3,10,10,25,30210,14080000,14080000,10560000,10560000,30517560,0,128,40000,19315030,400000,1525775,LC_RESEARCH_Economy_305,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
30601,306,加固II,提高城墙耐久,3,1,10,10,30301#30401#30501,27500,27500,20625,20625,8000,0,122,1500,16000,40000,400,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30602,306,0,0,3,2,10,10,0,55000,55000,41250,41250,20000,0,122,4000,35200,80000,1000,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30603,306,0,0,3,3,10,12,0,110000,110000,82500,82500,50000,0,122,8000,77440,120000,2500,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30604,306,0,0,3,4,10,14,30304#30404#30504,220000,220000,165000,165000,125000,0,122,15000,170360,160000,6250,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30605,306,0,0,3,5,10,16,0,440000,440000,330000,330000,312500,0,122,25000,374790,200000,15625,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30606,306,0,0,3,6,10,18,0,880000,880000,660000,660000,781250,0,122,38000,824530,240000,39060,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30607,306,0,0,3,7,10,20,0,1760000,1760000,1320000,1320000,1953125,0,122,55000,1813960,280000,97650,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30608,306,0,0,3,8,10,22,30308#30408#30508,3520000,3520000,2640000,2640000,4882810,0,122,75000,3990710,320000,244125,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30609,306,0,0,3,9,10,24,30309#30409#30509,7040000,7040000,5280000,5280000,12207025,0,122,100000,8779560,360000,610310,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30610,306,0,0,3,10,10,25,30310#30410#30510,14080000,14080000,10560000,10560000,30517560,0,122,150000,19315030,400000,1525775,LC_RESEARCH_Economy_306,LC_RESEARCH_Economy_301_D,1,icon_college_eoc_02,0
30701,307,城墙修复I,加快城墙耐久恢复速度,3,1,10,16,30601,27500,27500,20625,20625,8000,0,124,100,16000,40000,400,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30702,307,0,0,3,2,10,17,0,55000,55000,41250,41250,20000,0,124,200,35200,80000,1000,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30703,307,0,0,3,3,10,18,0,110000,110000,82500,82500,50000,0,124,300,77440,120000,2500,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30704,307,0,0,3,4,10,19,30604,220000,220000,165000,165000,125000,0,124,400,170360,160000,6250,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30705,307,0,0,3,5,10,20,0,440000,440000,330000,330000,312500,0,124,500,374790,200000,15625,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30706,307,0,0,3,6,10,21,0,880000,880000,660000,660000,781250,0,124,600,824530,240000,39060,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30707,307,0,0,3,7,10,22,0,1760000,1760000,1320000,1320000,1953125,0,124,700,1813960,280000,97650,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30708,307,0,0,3,8,10,23,30608,3520000,3520000,2640000,2640000,4882810,0,124,800,3990710,320000,244125,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30709,307,0,0,3,9,10,24,30609,7040000,7040000,5280000,5280000,12207025,0,124,1000,8779560,360000,610310,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30710,307,0,0,3,10,10,25,30610,14080000,14080000,10560000,10560000,30517560,0,124,2000,19315030,400000,1525775,LC_RESEARCH_Economy_307,LC_RESEARCH_Economy_307_D,2,icon_college_eoc_02,0
30801,308,城墙防御力I,百分比提高城墙防御,3,1,10,16,30701,27500,27500,20625,20625,8000,0,125,200,16000,40000,400,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30802,308,0,0,3,2,10,17,0,55000,55000,41250,41250,20000,0,125,400,35200,80000,1000,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30803,308,0,0,3,3,10,18,0,110000,110000,82500,82500,50000,0,125,600,77440,120000,2500,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30804,308,0,0,3,4,10,19,30704,220000,220000,165000,165000,125000,0,125,800,170360,160000,6250,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30805,308,0,0,3,5,10,20,0,440000,440000,330000,330000,312500,0,125,1000,374790,200000,15625,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30806,308,0,0,3,6,10,21,0,880000,880000,660000,660000,781250,0,125,1200,824530,240000,39060,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30807,308,0,0,3,7,10,22,0,1760000,1760000,1320000,1320000,1953125,0,125,1400,1813960,280000,97650,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30808,308,0,0,3,8,10,23,30708,3520000,3520000,2640000,2640000,4882810,0,125,1600,3990710,320000,244125,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30809,308,0,0,3,9,10,24,30709,7040000,7040000,5280000,5280000,12207025,0,125,2000,8779560,360000,610310,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30810,308,0,0,3,10,10,25,30710,14080000,14080000,10560000,10560000,30517560,0,125,5000,19315030,400000,1525775,LC_RESEARCH_Economy_308,LC_RESEARCH_Economy_308_D,2,icon_college_eoc_02,0
30901,309,城墙耐久度I,百分比提高城墙耐久,3,1,10,18,30701,33000,33000,24750,24750,9600,0,123,50,24000,60000,600,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30902,309,0,0,3,2,10,18,0,66000,66000,49500,49500,24000,0,123,100,52800,120000,1500,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30903,309,0,0,3,3,10,19,0,132000,132000,99000,99000,60000,0,123,150,116160,180000,3750,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30904,309,0,0,3,4,10,20,30704,264000,264000,198000,198000,150000,0,123,200,255540,240000,9375,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30905,309,0,0,3,5,10,22,0,528000,528000,396000,396000,375000,0,123,250,562185,300000,23437,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30906,309,0,0,3,6,10,23,0,1056000,1056000,792000,792000,937500,0,123,300,1236795,360000,58590,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30907,309,0,0,3,7,10,23,0,2112000,2112000,1584000,1584000,2343750,0,123,350,2720940,420000,146475,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30908,309,0,0,3,8,10,24,30708,4224000,4224000,3168000,3168000,5859372,0,123,400,5986065,480000,366187,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30909,309,0,0,3,9,10,24,30709,8448000,8448000,6336000,6336000,14648430,0,123,500,13169340,540000,915465,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
30910,309,0,0,3,10,10,25,30710,16896000,16896000,12672000,12672000,36621072,0,123,1000,28972545,600000,2288662,LC_RESEARCH_Economy_309,LC_RESEARCH_Economy_309_D,2,icon_college_eoc_02,0
31001,310,箭塔攻击II,提高箭塔攻击,3,1,10,7,30701,27500,27500,20625,20625,8000,0,126,200,16000,40000,400,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31002,310,0,0,3,2,10,9,0,55000,55000,41250,41250,20000,0,126,500,35200,80000,1000,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31003,310,0,0,3,3,10,11,0,110000,110000,82500,82500,50000,0,126,1000,77440,120000,2500,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31004,310,0,0,3,4,10,13,30704,220000,220000,165000,165000,125000,0,126,2000,170360,160000,6250,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31005,310,0,0,3,5,10,15,0,440000,440000,330000,330000,312500,0,126,3000,374790,200000,15625,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31006,310,0,0,3,6,10,17,0,880000,880000,660000,660000,781250,0,126,5000,824530,240000,39060,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31007,310,0,0,3,7,10,19,0,1760000,1760000,1320000,1320000,1953125,0,126,7000,1813960,280000,97650,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31008,310,0,0,3,8,10,21,30708,3520000,3520000,2640000,2640000,4882810,0,126,9000,3990710,320000,244125,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31009,310,0,0,3,9,10,23,30709,7040000,7040000,5280000,5280000,12207025,0,126,12000,8779560,360000,610310,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31010,310,0,0,3,10,10,25,30710,14080000,14080000,10560000,10560000,30517560,0,126,20000,19315030,400000,1525775,LC_RESEARCH_Economy_310,LC_RESEARCH_Economy_303_D,2,icon_college_eoc_02,0
31101,311,箭塔防御II,提高箭塔防御,3,1,10,7,30701,27500,27500,20625,20625,8000,0,127,200,16000,40000,400,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31102,311,0,0,3,2,10,9,0,55000,55000,41250,41250,20000,0,127,500,35200,80000,1000,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31103,311,0,0,3,3,10,11,0,110000,110000,82500,82500,50000,0,127,1000,77440,120000,2500,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31104,311,0,0,3,4,10,13,30704,220000,220000,165000,165000,125000,0,127,2000,170360,160000,6250,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31105,311,0,0,3,5,10,15,0,440000,440000,330000,330000,312500,0,127,3000,374790,200000,15625,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31106,311,0,0,3,6,10,17,0,880000,880000,660000,660000,781250,0,127,5000,824530,240000,39060,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31107,311,0,0,3,7,10,19,0,1760000,1760000,1320000,1320000,1953125,0,127,7000,1813960,280000,97650,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31108,311,0,0,3,8,10,21,30708,3520000,3520000,2640000,2640000,4882810,0,127,9000,3990710,320000,244125,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31109,311,0,0,3,9,10,23,30709,7040000,7040000,5280000,5280000,12207025,0,127,12000,8779560,360000,610310,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31110,311,0,0,3,10,10,25,30710,14080000,14080000,10560000,10560000,30517560,0,127,20000,19315030,400000,1525775,LC_RESEARCH_Economy_311,LC_RESEARCH_Economy_304_D,2,icon_college_eoc_02,0
31201,312,箭塔生命II,提高箭塔生命,3,1,10,7,30701,27500,27500,20625,20625,8000,0,128,400,16000,40000,400,LC_RESEARCH_Economy_312,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
31202,312,0,0,3,2,10,9,0,55000,55000,41250,41250,20000,0,128,1000,35200,80000,1000,LC_RESEARCH_Economy_312,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
31203,312,0,0,3,3,10,11,0,110000,110000,82500,82500,50000,0,128,2000,77440,120000,2500,LC_RESEARCH_Economy_312,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
31204,312,0,0,3,4,10,13,30704,220000,220000,165000,165000,125000,0,128,4000,170360,160000,6250,LC_RESEARCH_Economy_312,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
31205,312,0,0,3,5,10,15,0,440000,440000,330000,330000,312500,0,128,6000,374790,200000,15625,LC_RESEARCH_Economy_312,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
31206,312,0,0,3,6,10,17,0,880000,880000,660000,660000,781250,0,128,10000,824530,240000,39060,LC_RESEARCH_Economy_312,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
31207,312,0,0,3,7,10,19,0,1760000,1760000,1320000,1320000,1953125,0,128,14000,1813960,280000,97650,LC_RESEARCH_Economy_312,LC_RESEARCH_Economy_305_D,2,icon_college_eoc_02,0
